ID	Type	SMG9	DDX49	NR2C2AP	BSG	OIT3	TPM2	nomoscore
GSM2233087	Normal	0.909076517829837	0.433054339155671	1.03675891924496	0.582826798553274	4.7201127449665	0.144364371227477	-23.9091367874059
GSM2233089	Normal	0.461133999101188	0.487560745516737	0	0	4.95456461915158	0.889830237877036	-9.01676069094663
GSM2233091	Normal	0.677549658769304	0.228577984180525	1.30657326876179	0.568666757925281	4.78006136241585	0.260360559016511	-26.8632765355772
GSM2233093	Normal	1.80632587825106	0.8770287127547	0.901120214967183	0.358173036067543	5.52394731057505	0.0720138927658973	-28.5471509106239
GSM2233095	Normal	1.78334296709997	0.117448469794729	0.655710011782961	0.172592063709718	5.0541956985431	0.544203203682224	-16.5353537416918
GSM2233097	Normal	1.98144011042548	0.532457865820812	0.285636462252435	1.42626650475499	5.25203286217981	1.13817063836045	-9.92705298047805
GSM2233099	Normal	1.01426260675205	0.36351492973512	0.994741177576499	1.51468673634781	4.32959265640358	1.24271264180341	-8.12605929263147
GSM2233101	Normal	1.05300498515262	0.892095926680025	1.55163601344839	1.59982531546638	3.64347584640966	0.368529594231322	-14.1432287043082
GSM2233103	Normal	0.928843801396007	0.492617780532268	1.02200114803697	0.726479522504906	5.1511814609349	0	-30.6089441485746
GSM2233105	Normal	0	0.73794606870961	1.31257293783995	1.21232188450551	5.00127630031938	0.102227004610012	-34.0664247833648
GSM2233107	Normal	0.33149449160194	0.495831856812726	1.09473317481208	0.910253385168529	5.05789796274443	0.13407326898642	-31.0777210335238
GSM2233109	Normal	0.838758843798063	0	1.27787630836373	0.525585184228719	4.57913703119972	1.69849482472288	-7.57907763569707
GSM2233111	Normal	1.28234464306747	0.116438403686632	1.44095478958463	0.912338792801708	3.60514520064133	0.474103462710256	-10.6958023059829
GSM2233113	Normal	1.00460507700411	0.247537634045398	0.932615859874758	0.341515051988194	5.12616916866591	1.03826009668666	-17.0184059535052
GSM2233086	Tumor	1.35369004613372	0.957354753509981	2.18949056194036	0.204814474147264	0.0394078326915559	0.412899776084254	27.0170324943
GSM2233088	Tumor	1.13269833501739	0.259709902940797	1.11325370636067	0.830893691464092	3.68403872789887	1.8633680737061	7.1411658539327
GSM2233090	Tumor	0.337161648350937	1.01393273162056	1.60633250241542	1.09552271276923	0.634681957201099	0.406151933176561	19.9182621126895
GSM2233092	Tumor	1.7723778947273	1.13124404229392	1.87434824043234	1.2930660446521	1.82536161844897	2.18885108216785	28.6802279582942
GSM2233094	Tumor	2.61659280289935	1.43231425833305	1.99670495480214	0.35732010399064	0.392777291728455	1.00169987156754	36.2604485015052
GSM2233096	Tumor	1.82022756315642	1.90999621723299	2.68363486934444	1.39523923223893	1.9553786381445	1.1679369506754	9.60368230606234
GSM2233098	Tumor	0.917566307208104	0.742216732819072	1.53677968445243	1.86694887790954	0.941643819413156	0.0197685666072105	12.3840959451595
GSM2233100	Tumor	1.62249229899793	0.99835933672906	1.46330392563077	1.99691094966434	0.899432201298251	0.681922684344356	23.748569527867
GSM2233102	Tumor	1.11940408398589	0.694937987398104	1.5250035027175	1.83924859887301	1.21203812996528	0.951900451694903	20.645939306537
GSM2233104	Tumor	2.84575293847363	0.592255807249551	1.69448290345215	1.47168347276202	2.63939306894525	1.2453598731983	12.2717049621939
GSM2233106	Tumor	1.54844793139448	0.811531134858528	1.51451911876208	0.739974784488417	0.747385777394093	1.73209035155904	39.138336418529
GSM2233108	Tumor	2.04873737135482	1.95306985204937	3.16195913198917	0.612333323714655	0	2.37376836358047	44.5574132220827
GSM2233110	Tumor	1.00193310125526	1.08459985734261	2.16454101527989	1.42464956467462	1.2671645923936	0.424254398948235	9.4125422854486
GSM2233112	Tumor	2.68706940249787	2.49420899206528	3.61055897229423	1.16258177466804	0.774342744480174	2.92757845810892	39.8218130060759
